"ID","Instrumento","Angulo","Pedal","AssetValidado","MatrizVisual","HeadlineArte","TextoPrincipal","Titulo","Descricao","CTA","URL","Arquivo"
"CV05","Violão","Aço","Cube Baby AC","assets/img/equipment/originals/cube-baby-ac.webp","assets/creativos-instagram/finais/26-violao-som-em-linha-cube-baby-ac.png","CORDAS DE AÇO. MAIS EQUILÍBRIO.","Violões de aço podem soar brilhantes demais em linha. Compare IRs no Cube Baby AC para equilibrar ataque, corpo e definição de acordo com seu instrumento. O foco é o pack de IRs; o Cube Baby AC aparece como contexto de uso. Conheça a biblioteca e veja as possibilidades para seu timbre.","Equilibre seu violão de aço","IRs para um som em linha mais natural e organizado.","Saiba mais","https://mvave.com.br/violao/","img-criativos/violao/CV05-violao-aco-cube-baby-ac.png"
"CV06","Violão","Nylon","MVAVE MK300","assets/img/equipment/originals/mk-300.webp","assets/creativos-instagram/finais/25-violao-aco-nylon-mk-300.png","NYLON COM MAIS CORPO","Explore respostas que valorizam o corpo e a delicadeza do nylon sem esconder a articulação. Use o MK300 para comparar e separar seus favoritos. O foco é o pack de IRs; o MVAVE MK300 aparece como contexto de uso. Conheça a biblioteca e veja as possibilidades para seu timbre.","Mais corpo para o nylon","IRs para um som em linha mais natural e organizado.","Saiba mais","https://mvave.com.br/violao/","img-criativos/violao/CV06-violao-nylon-mk300.png"
"CV07","Violão","Comparação","Cube Baby AC","assets/img/equipment/originals/cube-baby-ac.webp","assets/creativos-instagram/finais/26-violao-som-em-linha-cube-baby-ac.png","O MESMO VIOLÃO. OUTRA REFERÊNCIA.","Mantenha a regulagem e compare diferentes IRs no Cube Baby AC. Você percebe com mais clareza as mudanças de corpo, brilho e naturalidade. O foco é o pack de IRs; o Cube Baby AC aparece como contexto de uso. Conheça a biblioteca e veja as possibilidades para seu timbre.","Compare referências de violão","IRs para um som em linha mais natural e organizado.","Saiba mais","https://mvave.com.br/violao/","img-criativos/violao/CV07-violao-compare-cube-baby-ac.png"
"CV08","Violão","Piezo","IRbox","assets/img/equipment/originals/ir-box.webp","assets/creativos-instagram/finais/23-violao-madeira-ir-box.png","O PIEZO NÃO PRECISA DITAR O TIMBRE","O captador é apenas o começo do sinal. Com diferentes IRs no IRbox, você pode explorar respostas mais naturais e adequadas ao seu jeito de tocar. O foco é o pack de IRs; o IRbox aparece como contexto de uso. Conheça a biblioteca e veja as possibilidades para seu timbre.","Vá além do som do piezo","IRs para um som em linha mais natural e organizado.","Saiba mais","https://mvave.com.br/violao/","img-criativos/violao/CV08-violao-piezo-irbox.png"
"CV09","Violão","Praticidade","Cube Baby AC","assets/img/equipment/originals/cube-baby-ac.webp","assets/creativos-instagram/finais/26-violao-som-em-linha-cube-baby-ac.png","PLUGOU. ESCOLHEU. TOCOU.","Organize algumas respostas favoritas no Cube Baby AC para ensaio, gravação e apresentação. Assim, você adapta o som em linha sem complicar o setup. O foco é o pack de IRs; o Cube Baby AC aparece como contexto de uso. Conheça a biblioteca e veja as possibilidades para seu timbre.","Praticidade para tocar","IRs para um som em linha mais natural e organizado.","Saiba mais","https://mvave.com.br/violao/","img-criativos/violao/CV09-violao-praticidade-cube-baby-ac.png"
"CV10","Violão","Referências","MVAVE MK300","assets/img/equipment/originals/mk-300.webp","assets/creativos-instagram/finais/25-violao-aco-nylon-mk-300.png","MARTIN. TAYLOR. GIBSON. COLLINGS.","Compare IRs inspirados em diferentes referências de violão e perceba como corpo, brilho e equilíbrio mudam no MK300. Encontre os que combinam com seu instrumento. O foco é o pack de IRs; o MVAVE MK300 aparece como contexto de uso. Conheça a biblioteca e veja as possibilidades para seu timbre.","Explore diferentes referências","IRs para um som em linha mais natural e organizado.","Saiba mais","https://mvave.com.br/violao/","img-criativos/violao/CV10-violao-referencias-mk300.png"
"CV11","Violão","Naturalidade ao vivo","Cube Baby AC","assets/img/equipment/originals/cube-baby-ac.webp","assets/creativos-instagram/finais/26-violao-som-em-linha-cube-baby-ac.png","AO VIVO. AINDA SOA COMO VIOLÃO.","Leve ao palco respostas que preservem uma sensação mais orgânica no som em linha. Compare IRs no Cube Baby AC e monte seus favoritos para tocar ao vivo. O foco é o pack de IRs; o Cube Baby AC aparece como contexto de uso. Conheça a biblioteca e veja as possibilidades para seu timbre.","Mais naturalidade ao vivo","IRs para um som em linha mais natural e organizado.","Saiba mais","https://mvave.com.br/violao/","img-criativos/violao/CV11-violao-naturalidade-ao-vivo-cube-baby-ac.png"
"CV12","Violão","Gravação","IRbox","assets/img/equipment/originals/ir-box.webp","assets/creativos-instagram/finais/23-violao-madeira-ir-box.png","GRAVE EM LINHA. COM OUTRA TEXTURA.","Nem sempre é possível microfonar o violão. Use diferentes IRs no IRbox para buscar texturas mais agradáveis em gravações diretas e ideias rápidas. O foco é o pack de IRs; o IRbox aparece como contexto de uso. Conheça a biblioteca e veja as possibilidades para seu timbre.","Outra textura para gravação direta","IRs para um som em linha mais natural e organizado.","Saiba mais","https://mvave.com.br/violao/","img-criativos/violao/CV12-violao-gravacao-irbox.png"
"CV13","Violão","Brilho controlado","Cube Baby AC","assets/img/equipment/originals/cube-baby-ac.webp","assets/creativos-instagram/finais/26-violao-som-em-linha-cube-baby-ac.png","BRILHO SEM ASPEREZA","Se o som em linha está áspero, experimente respostas com outro equilíbrio de agudos. O pack amplia as opções disponíveis no Cube Baby AC. O foco é o pack de IRs; o Cube Baby AC aparece como contexto de uso. Conheça a biblioteca e veja as possibilidades para seu timbre.","Controle o brilho do violão","IRs para um som em linha mais natural e organizado.","Saiba mais","https://mvave.com.br/violao/","img-criativos/violao/CV13-violao-brilho-controlado-cube-baby-ac.png"
"CV14","Violão","Corpo","MVAVE MK300","assets/img/equipment/originals/mk-300.webp","assets/creativos-instagram/finais/25-violao-aco-nylon-mk-300.png","MAIS MADEIRA. MENOS SOM DIRETO.","Explore IRs que tragam outra sensação de corpo e madeira ao sinal em linha. Compare no MK300 e encontre o equilíbrio certo para seu instrumento. O foco é o pack de IRs; o MVAVE MK300 aparece como contexto de uso. Conheça a biblioteca e veja as possibilidades para seu timbre.","Mais sensação de madeira","IRs para um som em linha mais natural e organizado.","Saiba mais","https://mvave.com.br/violao/","img-criativos/violao/CV14-violao-corpo-mk300.png"
"CV15","Violão","Dedilhado","Cube Baby AC","assets/img/equipment/originals/cube-baby-ac.webp","assets/creativos-instagram/finais/26-violao-som-em-linha-cube-baby-ac.png","CADA NOTA COM SEU ESPAÇO","No dedilhado, definição e equilíbrio fazem diferença. Teste IRs no Cube Baby AC e procure uma resposta que preserve o detalhe de cada nota. O foco é o pack de IRs; o Cube Baby AC aparece como contexto de uso. Conheça a biblioteca e veja as possibilidades para seu timbre.","Clareza para dedilhados","IRs para um som em linha mais natural e organizado.","Saiba mais","https://mvave.com.br/violao/","img-criativos/violao/CV15-violao-dedilhado-cube-baby-ac.png"
"CV16","Violão","Batida","IRbox","assets/img/equipment/originals/ir-box.webp","assets/creativos-instagram/finais/23-violao-madeira-ir-box.png","BATIDA CHEIA. SEM EMBOLAR.","Uma batida forte pode acumular frequências no som em linha. Compare IRs no IRbox para encontrar uma resposta cheia, mas ainda clara. O foco é o pack de IRs; o IRbox aparece como contexto de uso. Conheça a biblioteca e veja as possibilidades para seu timbre.","Batida com corpo e clareza","IRs para um som em linha mais natural e organizado.","Saiba mais","https://mvave.com.br/violao/","img-criativos/violao/CV16-violao-batida-irbox.png"
"CV17","Violão","Dois instrumentos","MVAVE MK300","assets/img/equipment/originals/mk-300.webp","assets/creativos-instagram/finais/25-violao-aco-nylon-mk-300.png","DOIS VIOLÕES. DUAS RESPOSTAS.","Não force o mesmo IR em instrumentos diferentes. Monte favoritos específicos no MK300 para aço e nylon e preserve a personalidade de cada violão. O foco é o pack de IRs; o MVAVE MK300 aparece como contexto de uso. Conheça a biblioteca e veja as possibilidades para seu timbre.","Uma resposta para cada violão","IRs para um som em linha mais natural e organizado.","Saiba mais","https://mvave.com.br/violao/","img-criativos/violao/CV17-violao-dois-violoes-mk300.png"
"CV18","Violão","Problema-solução","Cube Baby AC","assets/img/equipment/originals/cube-baby-ac.webp","assets/creativos-instagram/finais/26-violao-som-em-linha-cube-baby-ac.png","SEU VIOLÃO EM LINHA SOA DURO?","Antes de exagerar no equalizador, compare outro IR. Uma resposta diferente no Cube Baby AC pode suavizar o sinal e trazer um equilíbrio mais natural. O foco é o pack de IRs; o Cube Baby AC aparece como contexto de uso. Conheça a biblioteca e veja as possibilidades para seu timbre.","Suavize o som em linha","IRs para um som em linha mais natural e organizado.","Saiba mais","https://mvave.com.br/violao/","img-criativos/violao/CV18-violao-som-duro-cube-baby-ac.png"
"CV19","Violão","Possibilidades","MVAVE MK300","assets/img/equipment/originals/mk-300.webp","assets/creativos-instagram/finais/25-violao-aco-nylon-mk-300.png","UM SETUP ENXUTO. VÁRIOS VIOLÕES.","Com IRs diferentes no MK300, você acessa outras referências e adapta o som em linha mantendo o setup compacto e simples. O foco é o pack de IRs; o MVAVE MK300 aparece como contexto de uso. Conheça a biblioteca e veja as possibilidades para seu timbre.","Mais referências no setup compacto","IRs para um som em linha mais natural e organizado.","Saiba mais","https://mvave.com.br/violao/","img-criativos/violao/CV19-violao-possibilidades-mk300.png"
"CV20","Violão","Curadoria","Cube Baby AC","assets/img/equipment/originals/cube-baby-ac.webp","assets/creativos-instagram/finais/26-violao-som-em-linha-cube-baby-ac.png","NATURALIDADE É UMA ESCOLHA","Cada violão, captador e sistema responde de um jeito. Use a biblioteca no Cube Baby AC para comparar com critério e criar uma seleção de favoritos. O foco é o pack de IRs; o Cube Baby AC aparece como contexto de uso. Conheça a biblioteca e veja as possibilidades para seu timbre.","Escolha sua resposta mais natural","IRs para um som em linha mais natural e organizado.","Saiba mais","https://mvave.com.br/violao/","img-criativos/violao/CV20-violao-curadoria-cube-baby-ac.png"
